ISBN,Title,Other Titles,Author,All Names,Country of Publication,Place of Publication,Publisher,Publication Year
9781302919719,Lost in space-time,,"Englehart, Steve","Milgrom, Al, artist [person] ; Englehart, Steve, author [person]",United States of America,New York,Marvel Worldwide,2019
9781606994740,Lost in the Andes,,"Barks, Carl","Barks, Carl, 1901-2000 [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2011
9781302910402,Lost in the plot,,"Hastings, Chris","Hastings, Chris, 1983-, author [person] ; Strychalski, Irene, artist [person]",United States of America,New York,Marvel Worldwide,2018
9781629917573 ; 9781629917580,Lost in translation,,"Stilton, Geronimo","Ramos, Wilson, jr [person] ; Stilton, Geronimo, author [person] ; Jampole, Ryan, 1985-, artist [person] ; Herms, Matt, 1985- [person] ; McGuinness, Nanette, translator [person]",United States of America,New York,Papercutz,2017
9781401234768 ; 9781781163849,Lost kingdom,Batwing. Volume 1. The lost kingdom,"Winick, Judd","Oliver, Ben [person] ; ChrisCross [person] ; Winick, Judd [person] ; Kane, Bob [person]",United States of America,New York,DC Comics,2012
9780785152927,Lost legions,,"Carey, Mike","Kurth, Steve, artist [person] ; Carey, Mike, 1959- [person] ; Pham, Khoi [person]",England ; United States of America,London ; New York,Marvel ; Turnaround,2012
9781684053315,Lost light. Volume 3,Transformers: lost light. Volume 3,"Roberts, James","Lawrence, Jack, 1975-, artist [person] ; Lafuente, Joana [person] ; Pitre-Durocher, Sara, artist [person] ; Cahill, Brendan, artist [person] ; Long, Tom B. [person] ; Roberts, James, 1976-, author [person] ; Milne, Alex, 1980-, artist [person]",United States of America,"San Diego, California",,2018
9781684054107,Lost light. Volume 4,Transformers: Lost light. Volume 3,"Roberts, James","Lawrence, Jack, 1975-, artist [person] ; Lafuente, Joana [person] ; Su, E. J., artist [person] ; Cahill, Brendan, artist [person] ; Coller, Casey, artist [person] ; Long, Tom B. [person] ; Roberts, James, 1976-, author [person]",United States of America,San Diego,,2019
9781631409929,Lost light. volume 1,,"Roberts, James","Roberts, James, 1976-, author [person] ; Lawrence, Jack, 1975-, artist [person]",United States of America,"San Diego, California",,2017
9781880325988,Lost prince,,"Yarbro, Chelsea Quinn","Yarbro, Chelsea Quinn, 1942- [person]",United States of America,"Baltimore, Maryland",Borderlands,2008
9781600390920,Lost raven,,"Davis, Darren G.","Davis, Darren G. [person]",England ; United States of America,"La Mesa, California ; London",Alias ; Diamond,2007
9781534318205,Lost soldiers,,"Kot, Ales","Moore, Heather, Comic book colorist [person] ; Casalanguida, Luca, artist [person] ; Kot, Ales, 1986-, author [person]",United States of America,Berkeley,Image Comics,2021
9780763694197,"Lost soul, be at peace",,"Thrash, Maggie","Thrash, Maggie, artist ; author [person]",United States of America,"Somerville, Massachusetts",Candlewick,2018
9781407101019,Lost underground,,"Wong, Keira","Fong, Douglas [person] ; Wong, Keira [person]",England,London,Scholastic,2009
9781474751360,Lost world,Sir Arthur Conan Doyle's The lost world : a graphic novel,"Rodriguez, David","Pietro, 1980-, artist [person] ; Rodriguez, David, 1965-, author [person] ; Doyle, Arthur Conan, 1859-1930 [person]",England,Oxford,Raintree,2018
9781401243173,Lost,Superboy. Volume 3. Lost,"DeFalco, Tom","DeFalco, Tom, author [person] ; Silva, R. B., 1985-, illustrator [person] ; Lean, Rob, illustrator [person]",United States of America,New York,DC Comics,2013
9781593075736,"Lost, dark, & bored","Emily the Strange. Volume 1. Lost, dark, & bored ; Lost, dark, and bored",,"Parker, Buzz [person] ; Cosmic Debris [organisation] ; Reger, Rob [person]",United States of America,"Milwaukie, Oregon",Dark Horse Comics,2006
9781593075736,"Lost, dark, and bored","Emily the Strange. Volume 1. Lost, dark, & bored ; Lost, dark, & bored",,"Parker, Buzz [person] ; Cosmic Debris [organisation] ; Reger, Rob [person]",United States of America,"Milwaukie, Oregon",Dark Horse Comics,2006
9781401240806,Lot 13,,"Niles, Steve","Fabry, Glenn, artist [person] ; Niles, Steve, author [person]",United States of America,New York,DC Comics,2013
9781906587673,Lotus Bleu. Welsh,Alaw'r dŵr,Hergé,"Hergé, 1907-1983, artist ; author [person] ; Jones, Dafydd, 1965-, translator [person]",Wales,Tresaith,Dalen,2016
9781631409318,Lou Cameron's Unsleeping dead,Unsleeping dead,"Cameron, Lou","Cameron, Lou, 1924-2010, artist ; author [person] ; Courth, Tillmann, editor ; writer [person]",United States of America,"San Diego, California",,2018
9780955136696,Lou: Mortebouse. Welsh,Llio! : beth yw'r haf i mi?,"Neel, Julien","Neel, Julien [person] ; Jones, Alun Ceri [person]",Wales,Tresaith,Dalen,2008
9781549304590,Louder than hell,,"Casey, Joe","Bachs, Ramon F., artist [person] ; Casey, Joe, author [person]",United States of America,St Louis,Lion,2018
9781413902723,Louie the rune soldier,,"Mizuno, Ryou","Mizuno, Ryou [person]",England ; United States of America,"Houston, Texas ; London",ADV Manga ; Diamond,2005
9781684152377,Louie's Lasagna Club,Garfield the barbarian ; Garfield. Trouble in Paradise ; Trouble in Paradise,,"KaBOOM! (Firm : Los Angeles, Calif.), publisher [organisation] ; Nickel, Scott [person] ; Davis, Jim, 1945 July 28- [person] ; Alfaro, Antonio, illustrator [person] ; Evanier, Mark [person] ; Smart, Kyle, illustrator [person] ; Moore, Lisa, colorist, artist [person]",United States of America,"Los Angeles, California",KaBOOM!,2018
9781849180351,Louve. English,Wolf cub,"Hamme, Jean van","Hamme, Jean van, 1939- [person] ; Rosiński, Grzegorz [person]",England,Canterbury,Cinebook,2010
9781401244064 ; 9781401247102,Love & Death,"Green Lantern, New Guardians. Volume 3. Love & Death","Bedard, Tony","Bedard, Tony, author [person] ; Kuder, Aaron, illustrator [person]",United States of America,New York,DC Comics,2014
9781613775868,Love & capes,Love and capes : the heroically super situation comedy ; Love and capes. Volume 4. What to expect ; What to expect,"Zahler, Thomas F.","Zahler, Thomas F., artist ; author [person]",United States of America,"San Diego, California",,2013
9781401247102,Love & death,,"Bedard, Tony","Bedard, Tony, author [person] ; Kuder, Aaron, artist [person]",United States of America,New York,DC Comics,2014
9781935429470,Love Hina. Omnibus 1,,"Akamatsu, Ken","Akamatsu, Ken [person]",England ; United States of America,London ; New York,Kodansha ; Turnaround,2011
9781612620206,Love Hina. Omnibus 3,,"Akamatsu, Ken","Akamatsu, Ken [person]",England ; United States of America,London ; New York,Kodansha ; Turnaround,2012
9781612620213,Love Hina. Omnibus 4,,"Akamatsu, Ken","Akamatsu, Ken [person]",England ; United States of America,London ; New York,Kodansha ; Turnaround,2012
9781612620220,Love Hina. Omnibus 5,,"Akamatsu, Ken","Akamatsu, Ken [person]",England ; United States of America,London ; New York,Kodansha ; Turnaround,2012
9781401260873,Love and bullets,Nightwing. Volume 4. Love and bullets,"Dixon, Chuck","Eaglesham, Dale, illustrator [person] ; Costanza, John, illustrator [person] ; Digital Chameleon (Firm), illustrator [organisation] ; Beatty, Scott, 1969-, author [person] ; Story, Karl C., illustrator [person] ; Roy, Adrienne, illustrator [person] ; Brown, Eliot R., author [person] ; Collazo, Hector, illustrator [person] ; Grayson, Devin K., author [person] ; Tewes, Roberta, illustrator [person] ; McDaniel, Scott, illustrator [person] ; Campanella, Robert, illustrator [person] ; Brown, Eliot R., illustrator [person] ; Dixon, Chuck, 1954-, author [person]",United States of America,"Burbank, California",DC Comics,2016
9781613775868,Love and capes : the heroically super situation comedy,Love & capes ; Love and capes. Volume 4. What to expect ; What to expect,"Zahler, Thomas F.","Zahler, Thomas F., artist ; author [person]",United States of America,"San Diego, California",,2013
9781613770498,Love and capes. Vol. 3. Wake up where you are,Love and capes. Wake up where you are ; Wake up where you are,"Zahler, Thomas F.","Zahler, Thomas F. [person]",United States of America,"San Diego, California",,2011
9781613775868,Love and capes. Volume 4. What to expect,Love & capes ; Love and capes : the heroically super situation comedy ; What to expect,"Zahler, Thomas F.","Zahler, Thomas F., artist ; author [person]",United States of America,"San Diego, California",,2013
9781613770498,Love and capes. Wake up where you are,Love and capes. Vol. 3. Wake up where you are ; Wake up where you are,"Zahler, Thomas F.","Zahler, Thomas F. [person]",United States of America,"San Diego, California",,2011
9781846531279,Love and madness,The uncanny X-Men. Love and madness ; X-men (Comic strip),"Claremont, Chris","Buscema, Sal [person] ; Romita, John, jr [person] ; Claremont, Chris, 1950- [person]",England,Tunbridge Wells,Panini,2010
9781401214876,Love and murder,,"Picoult, Jodi","Johnson, Drew [person] ; Picoult, Jodi, 1966- [person]",United States of America,New York,DC Comics,2007
9781560979517,Love and rockets : new stories,,"Hernandez, Jaime","Hernandez, Gilbert [person] ; Hernandez, Jaime [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2008
9781606991688,Love and rockets : new stories. 2,,"Hernandez, Jaime","Hernandez, Gilbert [person] ; Hernandez, Jaime [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2009
9781606993798,Love and rockets : new stories. 3,,"Hernandez, Jaime","Hernandez, Gilbert [person] ; Hernandez, Jaime [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2010
9781606994900,Love and rockets : new stories. 4,,"Hernandez, Jaime","Hernandez, Gilbert [person] ; Hernandez, Jaime [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2011
9781606995860,Love and rockets : new stories. 5,,"Hernandez, Jaime","Hernandez, Gilbert [person] ; Hernandez, Jaime [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2012
9781606996799,Love and rockets : new stories. No. 6,,"Hernandez, Gilbert","Hernandez, Gilbert, artist ; author [person] ; Hernandez, Jaime, artist ; author [person]",United States of America,"Seattle, Washington",Fantagraphics,2013
9781606997703,Love and rockets : new stories. No. 7,,"Hernandez, Gilbert","Hernandez, Gilbert, artist ; author [person] ; Hernandez, Jaime, artist ; author [person]",United States of America,Seattle,Fantagraphics,2014
9781606998656,Love and rockets : new stories. No. 8,,"Hernandez, Gilbert","Hernandez, Gilbert, artist ; author [person] ; Hernandez, Jaime, artist ; author [person]",United States of America,Seattle,Fantagraphics,2015
9780785132462,Love and war,,"Pak, Greg","Pak, Greg [person] ; Henry, Clayton [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2009
9781561639779,Love and war,,"Naraghi, Dara","Bowman, Brent, artist [person] ; Naraghi, Dara, 1971-, author [person]",United States of America,New York,,2015
9781302923327,Love and war,Assassin ; Works. Selections,"Miller, Frank","Sienkiewicz, Bill, artist [person] ; Miller, Frank, 1957-, author [person] ; Miller, Frank, 1957- [person]",United States of America,New York,Marvel Worldwide,2020
9780785133346,Love and war,Incredible Hercules,"Pak, Greg","Treviño, Raúl [person] ; Van Lente, Fred [person] ; Loughridge, Lee [person] ; Pak, Greg [person] ; Henry, Clayton [person] ; Eliopoulos, Chris [person] ; Espin, Salva [person] ; Caramagna, Joe [person] ; Guru eFX (Firm) [organisation]",United States of America,New York,Marvel,2009
9781781082614,Love and war,Nikolai Dante. Love and war,"Morrison, Robbie","Adlard, Charles, 1966-, artist [person] ; Burns, John, 1938-, artist [person] ; Morrison, Robbie, author [person] ; Fraser, Simon, 1969-, artist [person]",England,Oxford,Rebellion,2014
9780785142560,Love and war,Sacred invasion ; The incredible Hercules. Sacred invasion,"Pak, Greg","Sandoval, Rafa [person] ; Pak, Greg [person] ; Van Lente, Fred [person]",United States of America,New York,Marvel Publishing,2010
9781975328122,Love at 14. 8,Juuyonsai no koi. English ; Love at fourteen. Volume 8,"Mizutani, Fuka","Mizutani, Fuka, artist ; author [person] ; Drzka, Sheldon, translator [person] ; Blakeslee, Lys, 1985-, artist [person]",United States of America,New York,,2018
9781619889460,Love at first bite,,,,United States of America,Mamaroneck,Archie,2014
9781975300081,Love at fourteen. 7,Juyonsai no koi. English,"Mizutani, Fuka","Mizutani, Fuka, artist ; author [person] ; Drzka, Sheldon, translator [person]",United States of America,New York,,2018
9781975328122,Love at fourteen. Volume 8,Juuyonsai no koi. English ; Love at 14. 8,"Mizutani, Fuka","Mizutani, Fuka, artist ; author [person] ; Drzka, Sheldon, translator [person] ; Blakeslee, Lys, 1985-, artist [person]",United States of America,New York,,2018
9781933664132,Love circles,,"Carboni, Laura","Abraham, Yamila [person] ; Kilian, Erin [person] ; Carboni, Laura [person]",United States of America,Las Vegas,Yaoi Press,2007
9781569705988,Love code,,"Hanafubuki, Sakurako","Hanafubuki, Sakurako [person]",England ; United States of America,"Gardena, California ; London",Diamond ; Juné,2009
9781616557584,Love dares you,,"Gage, Christos","Isaacs, Rebekah, artist [person] ; Gage, Christos, author [person] ; Whedon, Joss, 1964- [person]",United States of America,Milwaukie,Dark Horse,2015
9781934496725,Love drops,,,"Yonetani, Takane [person]",England ; United States of America,"London ; Torrance, California",Diamond ; LuvLuv,2009
9781606994061,Love from the shadows,,"Hernandez, Gilbert","Hernandez, Gilbert [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2011
9781600093227,Love full of scars,,"Delico, Psyche","Delico, Psyche [person]",England ; United States of America,"Jersey City, New Jersey ; London",Net Comics ; Turnaround,2009
9781427802781,Love hurts. Vol. 1,,"Tanaka, Suzuki","Tanaka, Suzuki [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2009
9781770460928,Love in Yop City,,"Abouet, Marguerite","Abouet, Marguerite, 1971- [person] ; Oubrerie, Clément [person]",Canada ; England,"Enfield ; Montréal, Quebec",Drawn & Quarterly,2012
9781974706341,Love in limbo. Volume 1,,Haji,"Haji, artist ; author [person]",United States of America,San Francisco,SuBLime,2019
9781974706358,Love in limbo. Volume 2,,Haji,"Haji, artist ; author [person]",United States of America,"San Francisco, California",SuBLime,2019
9780571328833,Love in vain : Robert Johnson 1911-1938,,"Dupont, J. M. (Jean-Michel)","Mezzo, 1960-, artist [person] ; Dupont, J. M. (Jean-Michel), author [person]",England,London,Faber & Faber,2016
9780571328840,"Love in vain : Robert Johnson 1911-1938, the graphic novel",,"Dupont, J. M.","Dupont, J. M., author [person] ; Mezzo, 1960-, artist [person]",England,London,Faber & Faber,2016
9781779507112,Love is a battlefield,,"Wilson, G. Willow","Wilson, G. Willow, 1982-, artist ; author [person]",United States of America,"Burbank, California",DC Comics,2020
9780007179046,Love is hell : a cartoon book,,"Groening, Matt","Groening, Matt [person]",England,London,HarperCollins,2004
9781934129074,Love is like a hurricane,,"Shimazaki, Tokiya","Shimazaki, Tokiya [person]",England ; United States of America,"Gardena, California ; London",801 Media ; Diamond,2007
9781934129098,Love is like a hurricane,,"Shimazaki, Tokiya","Shimazaki, Tokiya [person]",England ; United States of America,"Gardena, California ; London",801 Media ; Diamond,2007
9781631409394,Love is love,,,"Charretier, Elsa, artist [person] ; Jimenez, Phil, artist ; author [person]",United States of America,San Diego,,2017
9781427818010,Love knot,,"Ichijo, Lemon","Ichijo, Lemon [person]",United States of America,"Los Angeles, California",Tokyopop,2010
9781626920545,Love labyrinth of thorns,,,"QuinRose (Firm), author [organisation]",United States of America,New York,Seven Seas,2014
9781549302756,Love letters to Jane's world,,"Braddock, Paige","Braddock, Paige, artist ; author [person]",United States of America,St Louis,Lion Forge,2018
9781549303937,Love letters to Jane's world,,"Braddock, Paige","Braddock, Paige, artist ; author [person]",United States of America,St Louis,Lion,2018
9781907992513,Love like blood,2000 AD ; Necronauts ; Necronauts & A love like blood ; Necronauts and A love like blood ; Tharg's terror tales presents Necronauts & A love like blood,"Rennie, Gordon","Irving, Frazer [person] ; Smith, John, 1967- [person] ; Rennie, Gordon [person]",England,Oxford,Rebellion,2011
9781906653187,Love looks away,,"Hoven, Line","Hoven, Line [person]",England,London,Blank Slate,2011
9781645054672,Love me for who I am. Vol. 1,,"Konayama, Kata","Konayama, Kata, artist ; author [person]",United States of America,Los Angeles,Seven Seas,2020
9781645057628,Love me for who I am. Vol. 2,,"Konayama, Kata","Konayama, Kata, artist ; author [person]",United States of America,Los Angeles,Seven Seas,2020
9781934496527,Love ni peace mamoritaimono. English,Make love & peace ; Make more love & peace,"Yonetani, Takane","Glasser, A. J. [person] ; Yonetani, Takane [person]",United States of America,"Torrance, California",Luv Luv Press,2009
9781949028119,Love or die,Betrothed. Volume 1. Love or die,"Lewis, Sean Christopher","Uy, Steve, artist [person] ; Lewis, Sean Christopher, author [person] ; Marts, Michael, editor [person]",United States of America,"Sherman Oaks, California",Aftershock Comics,2018
9781598167825,Love pistols,,"Kotobuki, Tarako","Kotobuki, Tarako [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2008
9781598167832,Love pistols. Vol. 2,,"Kotobuki, Tarako","Kotobuki, Tarako [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2010
9781598167849,Love pistols. Volume 3,,"Kotobuki, Tarako","Kotobuki, Tarako [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2010
9781427802026,Love pistols. Volume 4,,"Kotobuki, Tarako","Kotobuki, Tarako [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2010
9781849180054,Love potions,Philtres d'amour. English,Gilson,"Clarke, 1965- [person] ; Gilson, 1965- [person]",England,Canterbury,Cinebook,2009
9781934496558,Love round!!,,"Takanaga, Hinako","Takanaga, Hinako [person]",England ; United States of America,"London ; Torrance, California",Aurora ; Diamond,2009
9781936975211,Love showdown,,"Parent, Dan","Parent, Dan [person]",England ; United States of America,"London ; Mamaroneck, New York",Archie ; Turnaround,2012
9781684050475,Love song,Love song. English,Christopher,"Cvetkovich, Frank [person] ; Melloul, Jeremy, translator [person] ; Delf [person] ; Christopher, 1969-, artist ; author [person]",United States of America,"San Diego, California",Idea & Design Works,2018
9781684050475,Love song. English,Love song,Christopher,"Cvetkovich, Frank [person] ; Melloul, Jeremy, translator [person] ; Delf [person] ; Christopher, 1969-, artist ; author [person]",United States of America,"San Diego, California",Idea & Design Works,2018
9781421579917,Love stage!!. 1,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person]",United States of America,San Francisco,SuBLime,2015
9781421579924,Love stage!!. 2,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person]",United States of America,San Francisco,SuBLime,2015
9781421579931,Love stage!!. 3,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person]",United States of America,"San Francisco, California",SuBLime,2015
9781421580494,Love stage!!. 5,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person]",United States of America,"San Francisco, California",SuBLime,2016
9781421588087,Love stage!!. 6,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person] ; Zaou, Taishi, artist [person]",United States of America,"San Francisco, California",SuBLime,2016
9781421593722,Love stage!!. 7,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person] ; Zaou, Taishi, artist [person]",United States of America,"San Francisco, California",SuBLime,2017
9781421579948,Love stage!!. Volume 4,,"Eiki, Eiki","Eiki, Eiki, artist ; author [person]",United States of America,"San Francisco, California",SuBLime,2015
9781934692189,Love stories,Double date ; Hack slash. Revenge of the return part 4 ; Hack slash. Vol. 4. Revenge of the return part 4 ; Little children ; Revenge of the return part 4 ; Tub club,"Seeley, Tim","Caselli, Stefano [person] ; Seeley, Tim [person] ; Stone, Emily [person]",United States of America,"Chicago, Illinois",Devil's Due Pub,2008
9781624592843,Love to lie. Volume 1,,,,United States of America,Gardena,Digital Manga,2017
9781569706084,Love!!,,"Kanazawa, Akira","Kanazawa, Akira [person]",England ; United States of America,"Carson, California ; London",Diamond ; Digital Manga,2008
9781934129210,Love+alpha,,"Kanzaki, Takashi","Kanzaki, Takashi [person]",England ; United States of America,"Gardena, California ; London",801 Media ; Diamond,2008
9781905038022,"Love, sweat and tears",Cold sweat ; Cold sweat & tears : a Sweatdrop anthology about human emotion,,"Scott-Baron, Hayden [person]",England,Cambridge,Sweatdrop,2007
9781942367062,Love. The fox,Fox ; Love. Volume 2. The fox,"Brrémaud, Frédéric","Bertolucci, Federico, artist [person] ; Brrémaud, Frédéric, author [person]",United States of America,"Chicago, Illinois",Magnetic Press,2015
9781942367093,Love. The lion,Lion ; Love. Volume 3. The lion,"Brrémaud, Frédéric","Brrémaud, Frédéric, author [person] ; Bertolucci, Federico, illustrator [person]",United States of America,"Chicago, Illinois",Magnetic Press,2015
9781942367062,Love. Volume 2. The fox,Fox ; Love. The fox,"Brrémaud, Frédéric","Bertolucci, Federico, artist [person] ; Brrémaud, Frédéric, author [person]",United States of America,"Chicago, Illinois",Magnetic Press,2015
9781942367093,Love. Volume 3. The lion,Lion ; Love. The lion,"Brrémaud, Frédéric","Brrémaud, Frédéric, author [person] ; Bertolucci, Federico, illustrator [person]",United States of America,"Chicago, Illinois",Magnetic Press,2015
9781569700297,Love/knot,,"Ishimaru, Hiroko","Ishimaru, Hiroko [person]",England ; United States of America,"Gardena, California ; London",Diamond ; Juné,2009
9781607063537,Lovebunny & Mr. Hell,,,"Seeley, Tim [person]",United States of America,"Berkeley, California",Image Comics,2011
9781684051250,"Lovecraft, the myth of Cthulhu",Call of Cthulhu ; Festival -- ; Mitos de Cthulhu de Lovecraft. English ; Myth of Cthulhu ; Nameless city --,"Maroto, Esteban","Lovecraft, H. P. (Howard Phillips), 1890-1937, author [person] ; Rosenwong, Anna, translator [person] ; Maroto, Esteban, author ; illustrator [person]",United States of America,"San Diego, California","Idea & Design Works, LLC",2018
9781427804570,Loveless,,"Kōga, Yun","Kōga, Yun, 1965- [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2008
9781427813022,Loveless,,"Kōga, Yun","Kōga, Yun, 1965- [person]",England ; United States of America,"London ; Los Angeles, California",Tokyopop,2008
9781421549903,Loveless,,"Kōga, Yun","Kōga, Yun, 1965- [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2012
9781401210618 ; 9781845763374,Loveless. A kin of homecoming,Kin of homecoming,"Azzarello, Brian","Frusin, Marcelo [person] ; Azzarello, Brian [person]",England ; United States of America,London ; New York,DC Comics ; Titan,2006
9781401214951 ; 9781845766634,Loveless. Blackwater falls,Blackwater falls,"Azzarello, Brian","Žeželj, Danijel [person] ; Azzarello, Brian [person]",England ; United States of America,London ; New York,DC Comics ; Titan,2008
9781421543246,Loveless. Vol. 9,,"Kōga, Yun","Kōga, Yun, 1965- [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2012
9781421543253,Loveless. Volume 10,,"Kōga, Yun","Kōga, Yun, 1965- [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2013
9781421553818,Loveless. Volume 11,,"Kōga, Yun","Kōga, Yun, 1965-, creator [person]",United States of America,"San Francisco, California",Media,2013
9781421549910,Loveless. Volume 2,,"Kōga, Yun","Kōga, Yun, 1965- [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2013
9781421549927,Loveless. Volume 3,,"Kōga, Yun","Kōga, Yun, 1965-, author [person]",England ; United States of America,"London ; San Francisco, California",Media ; Simon & Schuster,2013
9781421549934,Loveless. Volume 4,,"Kōga, Yun","Kōga, Yun, 1965-, creator [person]",United States of America,"San Francisco, California",Media,2013
9780785129998,Lovelorn,,"Fraction, Matt","Ponsor, Justin, artist [person] ; Fraction, Matt, author [person] ; Dodson, Rachel, artist [person] ; Dodson, Terry, artist [person]",United States of America,New York,Marvel,2008
9781569703007,Lovephobia. Volume 3,,"Kokoro, Natsume","Kokoro, Natsume, artist ; author [person]",United States of America,Gardena,Digital Manga,2014
9781569705803,Lover's pledge,,"Maruya, Kae","Maruya, Kae [person]",England ; United States of America,"Carson, California ; London",Diamond ; Digital Manga,2008
9781401216832 ; 9781401217426,Lovers & madmen,,"Green, Michael (Michael J.)","Green, Michael (Michael J.) [person] ; Cowan, Denys [person]",United States of America,New York,DC Comics,2008
9781845767235,Lovers & madmen,,"Green, Michael (Michael J.)","Floyd, John [person] ; Green, Michael (Michael J.) [person] ; Cowan, Denys [person]",England,London,Titan,2009
9780785141587,Lovers and other strangers,,"Slott, Dan","Slott, Dan [person] ; Lee, Stan, 1922-2018 [person] ; Romita, John, jr [person] ; Martín, Marcos, artist [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2009
9781934496404,Lovers and souls,,"Miyamoto, Kano","Miyamoto, Kano [person]",England ; United States of America,"London ; Torrance, California",Aurora ; Diamond,2008
9781561636280,Lovers' Lane : the Hall-Mills mystery,,"Geary, Rick","Geary, Rick [person]",England ; United States of America,London ; New York,Turnaround,2012
9781859027608,Lovesick. Welsh,Dysgu caru,"Waterhouse, Lynda","Meek, Elin [person] ; Kent, John, 1937- [person] ; Waterhouse, Lynda [person]",Wales,Llandysul,Gwasg Gomer,1999
9781607064473,Lovestruck,,"Hopeless, Dennis","Mellon, Kevin [person] ; Hopeless, Dennis [person]",United States of America,"Berkeley, California",Image Comics,2011
9781569707227,Loving gaze,,"Kanbe, Akira","Kanbe, Akira [person]",England ; United States of America,"Carson, California ; London",Diamond ; Digital Manga Publishing,2008
9781452121550 ; 9781452128696,Low riders in space,Lowriders in space,"Camper, Cathy","Raúl the Third, 1976-, illustrator [person] ; Camper, Cathy, author [person]",United States of America,"San Francisco, California",Chronicle,2014
9780785119623,Low-life,The irredeemable Ant-Man. Low-life,"Kirkman, Robert","Hester, Phil, 1966- [person] ; Kirkman, Robert [person]",United States of America,New York,Marvel Publishing,2007
9781684053766,Lowlifes,,"Buccellato, Brian","Sentenac, Alexis, 1975-, artist [person] ; Buccellato, Brian, author [person]",United States of America,San Diego,,2019
9781452121550 ; 9781452128696,Lowriders in space,Low riders in space,"Camper, Cathy","Raúl the Third, 1976-, illustrator [person] ; Camper, Cathy, author [person]",United States of America,"San Francisco, California",Chronicle,2014
9781560976998,Luba : the book of Ofelia,,"Hernandez, Gilbert","Hernandez, Gilbert [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2006
9781560977698,Luba : three daughters,,"Hernandez, Gilbert","Hernandez, Gilbert [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2006
9781926914787,Lucas,Arcana Studio presents Lucas,"Murdoch, David","Murdoch, David, illustrator [person]",Canada,"Burnaby, British Columbia",Arcana Comics,2011
9781906653125,Luchadoras,,"Adam, Peggy","Adam, Peggy [person]",England,London,Blank Slate,2011
9781936393046,Lucid,,"McMillian, Michael","Wieszczyk, Anna [person] ; McMillian, Michael [person]",England ; United States of America,"Fort Lee, New Jersey ; London",Archaia Black Label ; Diamond,2011
9781902915111,Lucie Chat à la ferme,Lucy cat at the farm,"Bruzzone, Catherine","Bruzzone, Catherine [person] ; Beaton, Clare [person]",England,Kingston-upon-Thames,B small,2005
9781902915395,Lucie Chat à la fête,Lucy Cat at the party,"Bruzzone, Catherine","Bruzzone, Catherine [person] ; Beaton, Clare [person]",England,"Richmond, Surrey",small publishing,2006
9781401249458,Lucifer Book Five,,"Carey, Mike","Ormston, Dean, illustrator [person] ; Moeller, Christopher, illustrator [person] ; Doran, Colleen, 1963-, illustrator [person] ; Alexovich, Aaron, illustrator [person] ; Gross, Peter, 1958-, illustrator [person] ; Kelly, Ryan, 1976-, illustrator [person] ; Kaluta, Michael Wm (Michael William), illustrator [person] ; Carey, Mike, 1959-, author [person] ; Cannon, Zander, illustrator [person] ; Fletcher, Jared K., illustrator [person]",United States of America,New York,DC Comics ; Vertigo,2014
9781401246051,Lucifer Book Four,,"Carey, Mike","Hempel, Marc, illustrator [person] ; Russell, P. Craig, illustrator [person] ; Gross, Peter, 1958-, illustrator [person] ; Kelly, Ryan, 1976-, illustrator [person] ; Wimberly, Ronald, illustrator [person] ; Carey, Mike, 1959-, author [person]",United States of America,New York,DC Comics ; Vertigo,2014
9781401291334,Lucifer. Vol. 1,,"Watters, Dan","Fiumara, Sebastián, artist [person] ; Watters, Dan, author [person] ; Fiumara, Max, artist [person]",United States of America,New York,Vertigo,2019
